tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source
"Pake facemask &amp; tidur bawah ac
Udah berasa pake batu es",1.2574593175041925e+18,Valkyrie 𖤍,Lost,,2020-05-04,1.0,,,Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574592594508022e+18,miha 💞,KyuMin Heart,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574592437430886e+18,iKON♥,,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574591581080453e+18,pitchakorn_cat,"กรุงเทพมหานคร, ประเทศไทย",,2020-05-04,0.0,,,Twitter for iPhone
Check out what I’m selling on Mercari! #Kids #FaceMask Homemade Pink https://t.co/lDHvesiLCK,1.2574591414566052e+18,E-Sales Hottie!,United States,,2020-05-04,0.0,,,Twitter Web Client
".
https://t.co/8XofYeri9F
.
#godfirst #keepgrowing #queratine #besafe #beclean #californialove #lovewatts… https://t.co/bQy7DngdKY",1.2574591287562076e+18,jae Watts,Watts,,2020-05-04,0.0,,,Instagram
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.257459106534826e+18,ghi 🌙 กลุ่มดาว,business & FA,,2020-05-04,0.0,,,Twitter for Android
"RT @CatherineSher10: French Bulldog FaceMask
#Dog #Frenchie #FaceMask #CLS 
Sold on Pixels
https://t.co/g4UlS93R4n @shoppixels https://t.co…",1.2574590954996736e+18,Sandi O'Reilly,,,2020-05-04,0.0,,,Twitter Web App
"Kurama the Nine Tailed Fox is finished~ 

On redbubble: https://t.co/O0Vc2OQVxm

#facemask #fanart #kyuubi #kurama… https://t.co/4dZG4tFwvy",1.2574590491358536e+18,GiruVai is the only thing keeping me going,https://ko-fi.com/kumoridragon,,2020-05-04,6.0,,,Twitter Web App
"ของมันต้องมี กำลังฮิตเลยครับ
แว่นพร้อมหน้ากาก แว่นใสจุกฟ้า
อันละ80บาท
10อันขึ้น มีราคาส่งนะครับ
 #โควิด19 #COVID19… https://t.co/kbNmttWGub",1.2574590470848102e+18,แชมป์ ทักมาไม่ตอบทักเฟสเลยครับ,BKK Thailand,,2020-05-04,0.0,,,Twitter for Android
Check out what I’m selling on Mercari! #Kids #FaceMask Handmade 2 Pack https://t.co/qGOPSOkD5Q,1.2574589970215895e+18,E-Sales Hottie!,United States,,2020-05-04,1.0,,,Twitter Web Client
"Babo wearing a bra cup as a facemask on his gram story 

Bshshzhshjdbxjsibxbsisbxiabzoabsja",1.2574589887756165e+18,Hennescrim,LA,,2020-05-04,0.0,,,Talon Android
@monstermagnetnj this design would make a pretty badass facemask for us dedicated and hardcore fans . Make it happe… https://t.co/yOO8QZEMfv,1.257458894902829e+18,kbbrown,,,2020-05-04,0.0,,,Twitter for Android
"Capacete volta a ter a facemask preta.
Calças: Estanho e branca com faixa alternando preto, laranja e vermelho. 
Je… https://t.co/bQ2SAoYHlk",1.2574588789267743e+18,O Saints me ilude,,,2020-05-04,12.0,,,Twitter Web App
@monicagrimaldo_ Lol there’s hope look like...https://t.co/pAsmWMu6sV,1.2574587789513564e+18,Cₑₒ₄ รɦѻ,HOU ✈️ LA,,2020-05-04,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='c7b527911412a784', url='https://api.twitter.com/1.1/geo/id/c7b527911412a784.json', place_type='city', name='Jersey Village', full_name='Jersey Village, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-95.6205553, 29.87235], [-95.5486812, 29.87235], [-95.5486812, 29.914781], [-95.6205553, 29.914781]]]), attributes={})",Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.257458773528109e+18,Yo_hana,Indonesia,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574587132014428e+18,✦ꜱᴋʏᴇ✦ 𝔞𝔩𝔩 𝔪𝔢 𝔰𝔬 𝔪𝔢,YG STAN ,,2020-05-04,0.0,,,Twitter for Android
RT @DarylJHobby: Remember that time Pruitt tugged JG’s facemask and the national media said that’s going to hurt #Vols recruiting??  😂😂😂😂😂😂…,1.2574587096656568e+18,VFL,"Morristown, TN",,2020-05-04,0.0,,,Twitter for Android
Sorang lagi sangkut temperature tinggi dengan batuk. Dah la pakai facemask diy guna kain tu je.,1.2574586670221763e+18,afiq,ok,,2020-05-04,1.0,,,Twitter for Android
"RT @SuperSoftKnits: #Flannel #FaceMask #Cotton #facemask #WashableMask, #DoubleLayer #Handmade #blue #white #ribbon #print
https://t.co/fJP…",1.2574586664391598e+18,Harinko,Germany,,2020-05-04,0.0,,,Twitter Web App
"RT @StoryHaikuTanka: @ericcoliu I’ve got the must-have accessory for spring. I’m wearing a mask (and voting!) for my country, my community,…",1.2574586577443758e+18,Eric Liu,"GTA, Canada",,2020-05-04,0.0,,,Twitter Web App
"RT @SuperSoftKnits: #Cotton #FaceMask #Handmade  #Washable #filterpocket , 3 layer #cottonmask #dogs #print mask #Yorkie lovers mask
https:…",1.2574586520484946e+18,Harinko,Germany,,2020-05-04,0.0,,,Twitter Web App
"RT @knittingteacher: I gave my ss a media assignment.  I asked them to design a facemask with a message of hope, or a message to our front…",1.2574585469979525e+18,Declan Woods,,,2020-05-04,0.0,,,Twitter for Android
RT @barstoolsports: Shout Out To This Kentuckian Who Cut A Hole In Her Covid-19 Facemask Because It Helps Her To Breathe https://t.co/djn2R…,1.2574584603142103e+18,humhum,,,2020-05-04,0.0,,,Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574584466240758e+18,salsanr ⁷,btsrv,,2020-05-04,0.0,,,Twitter for iPhone
Face ID tryna figure out who I am with my facemask and sunglasses on https://t.co/udmAxJfivo,1.2574583025202627e+18,Katie Holmes,"Minnesota, USA",,2020-05-04,3.0,,,Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574582913719214e+18,Baek is coming! || Delight🍬,Exo Planet,,2020-05-04,0.0,,,Twitter for Android
RT @MikeOkuda: Pence lacked the common sense to realize that he should wear a facemask in a hospital in the middle of a global pandemic. Th…,1.2574582887881933e+18,Karl Teichmann,,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574581749002772e+18,𝔎𝔦𝔪𝔖𝔬𝔫𝔤,"Southen,MY",,2020-05-04,0.0,,,Twitter for iPhone
#Covidiot #Explains Why She #Cut #Hole In Face Mask https://t.co/0W7mEE4Fxz #facemask,1.2574581428012073e+18,Spaced Out Radio Official Account,Canada,,2020-05-04,1.0,,,Revive Social App
"RT @JaromeBellVA: Instead of giving away a facemask I'm giving away an AR-15 Lower.

To win the ""Virginia-15 Multi Virtue AR Lower Giveaway…",1.2574580848359875e+18,*WhiskeyTangoFoxtrot*Pelosi Asshoe,Maga Country,,2020-05-04,0.0,,,Twitter Web App
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574580720810435e+18,🌙,BTS,,2020-05-04,0.0,,,Twitter Web App
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574580445581025e+18,-นาเหน่ย-,BE.I,,2020-05-04,0.0,,,Twitter for Android
"RT @katzdzynes: drab olive beige #masculine #plaid #pattern #monogrammed cloth #facemask 

#personalized #PhysicalDistancing #facecovering…",1.2574579821342392e+18,EbayBoostNow,United States,,2020-05-04,0.0,,,Twitter for Android
"RT @katzdzynes: Parson Jack Russell #Terriers cute #dogs #pattern Cloth #FaceMask 

#personalized #doglovers #accessories #facecovering #Ph…",1.257457973535916e+18,EbayBoostNow,United States,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574578449721262e+18,✦︎Hajeogwoo¹³¹,Treasure is everywhere,,2020-05-04,0.0,,,Twitter for Android
RT @barstoolsports: Shout Out To This Kentuckian Who Cut A Hole In Her Covid-19 Facemask Because It Helps Her To Breathe https://t.co/djn2R…,1.2574577501388513e+18,TRC,NorCal,,2020-05-04,0.0,,,Twitter for Android
"RT @DrPhilBoucher: Hey Nebraskans,

COVID is not a hoax.

This is a rain poncho that we bought from amazon.  I'm wearing the poncho backwar…",1.2574575266914632e+18,Dr G.,Bogota,,2020-05-04,0.0,,,Twitter for Android
Someone give me 1 good reason why I shouldnt get an everything is awful facemask https://t.co/KtFvDEUexy,1.257457488347136e+18,SocialDistancingMatt,,,2020-05-04,3.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='946ccd22e1c9cda1', url='https://api.twitter.com/1.1/geo/id/946ccd22e1c9cda1.json', place_type='city', name='Pittsburgh', full_name='Pittsburgh, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.095586, 40.3615796], [-79.8657933, 40.3615796], [-79.8657933, 40.501198], [-80.095586, 40.501198]]]), attributes={})",Twitter for Android
"RT @JaromeBellVA: Instead of giving away a facemask I'm giving away an AR-15 Lower.

To win the ""Virginia-15 Multi Virtue AR Lower Giveaway…",1.2574574126484193e+18,Covfefe Chy ⏰⚖️💣,United States,,2020-05-04,0.0,,,Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574573706634568e+18,centella asiatica,,,2020-05-04,0.0,,,Twitter for iPhone
Located that missing #cammo #facemask if you we’re looking for it @tomhanks - it wasn’t hard to find. Huff https://t.co/dwiJO4sPjI,1.2574573503546163e+18,Aaron Huffman,San Francisco,,2020-05-04,0.0,,,Twitter for iPhone
"RT @gepehill1: Two guys came to clean the gutters of my house, no facemask, they are not related, and they both have families. I asked them…",1.2574572958538506e+18,Bill M 🇺🇸,America,,2020-05-04,0.0,,,Twitter for Android
RT @SFWriterC: Wtaf? Who does something like this? Over a fucking facemask? Srsly?,1.2574572674164777e+18,Melanie Lybarger,,,2020-05-04,0.0,,,Twitter for iPhone
"@Sam2323_43433 @GaetaSusan Hey that guy playing the saxophone doesn't have a facemask???

#Liblogic",1.2574572265387213e+18,New Mexico First,,,2020-05-04,2.0,,,Twitter for Android
The temporary #newnormal #facemask #atwork look. These are required until further notice so I’ll still be working f… https://t.co/tGRP49xSnA,1.2574572148198769e+18,Rich,"Ohio, USA","{'type': 'Point', 'coordinates': [-83.7032, 41.7114]}",2020-05-04,0.0,"{'type': 'Point', 'coordinates': [41.7114, -83.7032]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a11db77ef99e2a', url='https://api.twitter.com/1.1/geo/id/01a11db77ef99e2a.json', place_type='city', name='Sylvania', full_name='Sylvania, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-83.77959, 41.658626], [-83.644903, 41.658626], [-83.644903, 41.7274627], [-83.77959, 41.7274627]]]), attributes={})",Instagram
RT @judaspriest: Judas Priest - 50 Heavy Metal Years tee with free matching facemask is now available from the Judas Priest merch store for…,1.2574570902447718e+18,鎖の愚連隊,日本,,2020-05-04,0.0,,,Twitter for Android
RT @DarylJHobby: Remember that time Pruitt tugged JG’s facemask and the national media said that’s going to hurt #Vols recruiting??  😂😂😂😂😂😂…,1.2574570150367887e+18,Tim Mank,,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574569933522657e+18,lilis↺🥊,ily ma moots,,2020-05-04,0.0,,,Twitter for Android
Security guard shot and killed after telling customer to use #facemask #flint https://t.co/DAYeFLMxMI,1.2574569897954673e+18,Lance Kelley,"Kalamazoo,MI",,2020-05-04,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='413ef5a0d23bfe4f', url='https://api.twitter.com/1.1/geo/id/413ef5a0d23bfe4f.json', place_type='city', name='Kalamazoo', full_name='Kalamazoo, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-85.649602, 42.215555], [-85.481775, 42.215555], [-85.481775, 42.365493], [-85.649602, 42.365493]]]), attributes={})",Twitter for Android
"RT @enjoyurlife00: mask design

here  :  https://t.co/X7veNg77ip

#facemask #unicorn #rainbow #Flowers #COVIDー19 https://t.co/y6JX7WTZrv",1.2574569881009848e+18,Harinko,Germany,,2020-05-04,0.0,,,Twitter Web App
RT @Dj_Techzi: SBWL inside facemask 😂😂😂 https://t.co/eV76vz7TN7,1.2574569651119964e+18,Magic_Mike.,"Pretoria, Azania.",,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574569100156477e+18,It's Serra,,,2020-05-04,0.0,,,Twitter for Android
RT @Pr0jektBrainzzz: @WeArePRYSM my leather facemask and shorts #AnimalCrossing #ACNH #NintendoSwitch #twitch #lgbt #twitchaffiliate #lgbts…,1.2574569002680074e+18,PRYSM - LGBTQIA+ TWITCH COMMUNITY,,,2020-05-04,0.0,,,Twitter Web App
😂😂😂😂😂😂😂😂 the Ankara facemask industry is booming! https://t.co/MTcbfA8P2f,1.2574568670785577e+18,Æ œ ɗ 9,,,2020-05-04,0.0,,,Twitter for Android
RT @barstoolsports: Shout Out To This Kentuckian Who Cut A Hole In Her Covid-19 Facemask Because It Helps Her To Breathe https://t.co/djn2R…,1.257456740628607e+18,Marcus Cano,"California, USA",,2020-05-04,0.0,,,Twitter for iPhone
"RT @NinaBryantArt: Face Masks now available!
&gt;&gt; https://t.co/jqdWZqC9Rk

#art #facemask #quarantine #facemasks #staysafe #naturalhair #natu…",1.2574567008750674e+18,Above Ground,Everywhere,,2020-05-04,0.0,,,Black Art
"After ng quarantine na'to forsure makakalabas na tayo ng bahay,pag pwede ,syempre kailangan padin nating magsuot ng… https://t.co/we3aYuLTTJ",1.2574566494444954e+18,raym🦄,,,2020-05-04,7.0,,,Twitter for Android
"RT @DoubleMerGyver: PSA, New York style. #COVID19 #Brooklyn #BeSafe #facemask https://t.co/DrvJS2ouER",1.2574565403296195e+18,smellincollie,"Brooklyn, NY",,2020-05-04,0.0,,,Twitter for iPhone
"RT @richfred1: 76 in Lagos already?  Ncdc &amp; the presidency couldn't just tell you to continue staying at home,not to look insensitive. So t…",1.257456475406041e+18,CrazyHouse,"Abuja, Nigeria",,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.25745644367607e+18,🌻비아이,221 B,,2020-05-04,0.0,,,Twitter for iPhone
"RT @jidesanwoolu: It should be common knowledge by now that it is absolutely mandatory that we ALL wear a facemask in public spaces.

We mu…",1.2574564064223068e+18,SUGAR~PAPI 🚀,lagos,,2020-05-04,0.0,,,Twitter for iPhone
"RT @richfred1: 76 in Lagos already?  Ncdc &amp; the presidency couldn't just tell you to continue staying at home,not to look insensitive. So t…",1.25745635539021e+18,SugarBOO,Nigeria,,2020-05-04,0.0,,,Twitter for Android
"RT @drlizlyster: Making a Simple Respiratory Mask
Dr. Virginia Dato, a physician board certified in public health and general preventive me…",1.257456352601006e+18,JodoFett,,,2020-05-04,0.0,,,Twitter Web App
"RT @richfred1: 76 in Lagos already?  Ncdc &amp; the presidency couldn't just tell you to continue staying at home,not to look insensitive. So t…",1.2574562874173276e+18,Don V,,,2020-05-04,0.0,,,Twitter for Android
"#MondayThoughts #MondayMotivation #facemask #COVIDー19 #AlexPreiss 
Free Speech Zone
https://t.co/fFcSIl6CG8 #findyourthing #redbubble",1.2574562541103145e+18,Alex Preiss,"Honolulu, HI",,2020-05-04,0.0,,,Twitter Web Client
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574562386711265e+18,คูมแม่น้องฮันบินแห่ง iKON,,,2020-05-04,0.0,,,Twitter for Android
"All the beauties and dudes, good morning.
the #facemask machine from China in stock, for disposable face mask, N95… https://t.co/Gi9SuMCudK",1.2574562316456673e+18,Kerry Kim,"Shenzhen, China",,2020-05-04,0.0,,,Twitter Web App
"@RickEsenberg @jwigderson Can't resist, still you be required to wear a facemask?",1.2574562104056627e+18,Redjac,,,2020-05-04,1.0,,,Twitter for Android
"A lot to deal with tommorow/ coming days; our GAVMENT; Transport 4 people 2 work from all corners of country, Okaha… https://t.co/gFbNI29uXJ",1.257456178927407e+18,pietman,somewhere,,2020-05-04,3.0,,,Twitter for Android
RT @HurmerintaArt: If you would like your own image on a #facemask.. your photo drawing text or #logo... send DM. I can create quickly and…,1.2574561696873595e+18,Diane Lindon Coy,"Dayton, Ohio  USA",,2020-05-04,0.0,,,Twitter for iPad
"RT @AureliaBAILLY: #goodnight 
Brazil's Christ the Redeemer gets a facemask. #AFP
📸 @mauropimentel_ https://t.co/bQl2TEQunA",1.2574561597930004e+18,Vibhor Ravi Gupta-VRG,,,2020-05-04,0.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574561485984604e+18,syderbay ⁰⁵ ↺,,,2020-05-04,0.0,,,Twitter for iPhone
